id  front  fgtId1  fgtId2  fgtId3  fgtId4  fgtId5  P1  P2  P3  P4  P5  P6  
1496  3  1002  1003  1011  1012  1018  2  3  6  11  12  18  
1497  8  1004  1006  1014  1016  1017  4  6  7  14  16  17  
1498  9  1001  1007  1012  1014  1017  1  7  9  12  14  17  
1499  9  1004  1006  1015  1017  1018  4  6  10  15  17  18  
1500  1  1001  1004  1011  1012  1015  1  4  9  11  12  15  
1501  4  1002  1005  1016  1017  1018  2  5  8  16  17  18  
1502  10  1004  1006  1011  1014  1017  4  6  10  11  14  17  
1503  2  1002  1005  1011  1012  1013  2  5  9  11  12  13  
1504  2  1004  1006  1011  1016  1017  4  6  9  11  16  17  
1505  5  1004  1005  1012  1015  1016  4  5  10  12  15  16  
1506  2  1001  1006  1011  1014  1016  1  6  9  11  14  16  
1507  10  1002  1003  1012  1015  1016  2  3  6  12  15  16  
1508  3  1001  1004  1013  1014  1015  1  4  7  13  14  15  
1509  2  1001  1004  1014  1015  1018  1  4  7  14  15  18  
1510  6  1001  1002  1011  1012  1017  1  2  10  11  12  17  
1511  2  1001  1006  1012  1014  1018  1  6  8  12  14  18  
1512  5  1001  1003  1013  1014  1016  1  3  10  13  14  16  
1513  10  1004  1005  1013  1015  1016  4  5  6  13  15  16  
1514  7  1001  1002  1011  1012  1017  1  2  8  11  12  17  
1515  4  1001  1002  1011  1013  1017  1  2  9  11  13  17  
1516  10  1004  1007  1012  1014  1017  4  7  9  12  14  17  
1517  3  1003  1004  1014  1015  1016  3  4  7  14  15  16  
1518  10  1001  1004  1011  1012  1016  1  4  10  11  12  16  
1519  5  1002  1004  1011  1012  1014  2  4  5  11  12  14  
1520  10  1003  1007  1012  1016  1017  3  7  8  12  16  17  
1521  6  1001  1002  1011  1012  1016  1  2  4  11  12  16  
1522  9  1006  1007  1014  1015  1018  6  7  8  14  15  18  
1523  2  1002  1005  1011  1013  1017  2  5  10  11  13  17  
1524  3  1002  1004  1014  1017  1018  2  4  6  14  17  18  
1525  9  1001  1002  1011  1012  1014  1  2  8  11  12  14  
1526  2  1005  1006  1012  1014  1015  5  6  7  12  14  15  
1527  5  1001  1004  1014  1016  1017  1  4  6  14  16  17  
1528  4  1001  1003  1011  1013  1017  1  3  7  11  13  17  
1529  8  1002  1005  1011  1013  1014  2  5  7  11  13  14  
1530  8  1001  1003  1015  1016  1017  1  3  7  15  16  17  
1531  2  1002  1004  1015  1016  1017  2  4  5  15  16  17  
1532  4  1004  1005  1012  1015  1017  4  5  10  12  15  17  
1533  9  1002  1007  1011  1017  1018  2  7  9  11  17  18  
1534  3  1003  1006  1011  1012  1015  3  6  7  11  12  15  
1535  7  1001  1002  1011  1013  1016  1  2  7  11  13  16  
1536  3  1002  1003  1011  1016  1018  2  3  8  11  16  18  
1537  10  1002  1003  1012  1016  1018  2  3  7  12  16  18  
1538  5  1002  1006  1012  1016  1017  2  6  8  12  16  17  
1539  2  1003  1006  1014  1015  1017  3  6  8  14  15  17  
1540  9  1001  1007  1015  1016  1018  1  7  9  15  16  18  
1541  9  1005  1007  1015  1017  1018  5  7  8  15  17  18  
1542  8  1003  1004  1011  1013  1015  3  4  5  11  13  15  
1543  1  1005  1006  1013  1014  1016  5  6  9  13  14  16  
1544  6  1001  1002  1013  1015  1016  1  2  7  13  15  16  
1545  1  1002  1005  1011  1012  1017  2  5  8  11  12  17  
1546  10  1002  1003  1011  1012  1016  2  3  9  11  12  16  
1547  5  1001  1002  1011  1012  1018  1  2  7  11  12  18  
1548  4  1002  1005  1013  1016  1017  2  5  8  13  16  17  
1549  5  1001  1002  1012  1013  1017  1  2  9  12  13  17  
1550  6  1001  1004  1013  1014  1015  1  4  9  13  14  15  
1551  2  1001  1004  1015  1017  1018  1  4  8  15  17  18  
1552  9  1001  1004  1012  1015  1017  1  4  8  12  15  17  
1553  8  1003  1007  1011  1013  1016  3  7  10  11  13  16  
1554  1  1001  1006  1011  1015  1016  1  6  10  11  15  16  
1555  4  1001  1002  1011  1016  1018  1  2  6  11  16  18  
1556  9  1001  1002  1012  1013  1017  1  2  4  12  13  17  
1557  2  1005  1007  1015  1017  1018  5  7  8  15  17  18  
1558  7  1002  1003  1012  1013  1015  2  3  10  12  13  15  
1559  2  1001  1004  1012  1015  1018  1  4  9  12  15  18  
1560  7  1001  1002  1012  1016  1018  1  2  8  12  16  18  
1561  5  1003  1007  1012  1016  1017  3  7  8  12  16  17  
1562  6  1003  1004  1012  1013  1016  3  4  7  12  13  16  
1563  5  1001  1002  1014  1016  1017  1  2  8  14  16  17  
1564  7  1002  1005  1011  1012  1014  2  5  9  11  12  14  
1565  10  1003  1005  1011  1013  1014  3  5  9  11  13  14  
1566  4  1002  1003  1011  1017  1018  2  3  7  11  17  18  
1567  3  1001  1005  1012  1016  1018  1  5  6  12  16  18  
1568  3  1004  1005  1011  1013  1016  4  5  10  11  13  16  
1569  7  1002  1003  1011  1017  1018  2  3  9  11  17  18  
1570  8  1001  1005  1011  1017  1018  1  5  7  11  17  18  
1571  4  1003  1004  1013  1015  1016  3  4  8  13  15  16  
1572  4  1001  1007  1012  1013  1018  1  7  10  12  13  18  
1573  7  1005  1006  1015  1017  1018  5  6  7  15  17  18  
1574  5  1001  1003  1011  1015  1018  1  3  10  11  15  18  
1575  4  1002  1003  1014  1015  1016  2  3  4  14  15  16  
1576  6  1001  1005  1014  1016  1018  1  5  8  14  16  18  
1577  1  1001  1007  1014  1015  1016  1  7  9  14  15  16  
1578  6  1001  1002  1012  1016  1018  1  2  3  12  16  18  
1579  7  1005  1006  1011  1013  1014  5  6  9  11  13  14  
1580  3  1006  1007  1011  1017  1018  6  7  10  11  17  18  
1581  3  1001  1004  1012  1013  1018  1  4  5  12  13  18  
1582  9  1001  1007  1012  1014  1017  1  7  10  12  14  17  
1583  10  1001  1004  1012  1013  1014  1  4  10  12  13  14  
1584  3  1003  1005  1013  1014  1018  3  5  7  13  14  18  
1585  5  1002  1007  1013  1014  1018  2  7  9  13  14  18  
1586  1  1006  1007  1012  1013  1014  6  7  9  12  13  14  
1587  7  1003  1006  1013  1016  1017  3  6  9  13  16  17  
1588  5  1002  1003  1012  1015  1017  2  3  9  12  15  17  
1589  10  1001  1002  1013  1017  1018  1  2  9  13  17  18  
1590  10  1004  1006  1011  1017  1018  4  6  10  11  17  18  
1591  3  1004  1005  1014  1017  1018  4  5  6  14  17  18  
1592  7  1001  1004  1011  1015  1017  1  4  8  11  15  17  
1593  1  1001  1004  1012  1014  1018  1  4  9  12  14  18  
1594  8  1002  1005  1012  1016  1017  2  5  8  12  16  17  
1595  6  1001  1003  1011  1012  1015  1  3  6  11  12  15  
1596  4  1005  1006  1013  1016  1018  5  6  8  13  16  18  
1597  8  1004  1005  1011  1012  1018  4  5  6  11  12  18  
1598  3  1002  1006  1012  1015  1017  2  6  10  12  15  17  
1599  9  1003  1007  1011  1015  1016  3  7  10  11  15  16  
1600  7  1004  1005  1012  1014  1017  4  5  6  12  14  17  
1601  8  1001  1002  1012  1016  1017  1  2  9  12  16  17  
1602  3  1001  1004  1013  1014  1016  1  4  7  13  14  16  
1603  6  1001  1002  1012  1016  1017  1  2  3  12  16  17  
1604  9  1003  1006  1011  1014  1015  3  6  9  11  14  15  
1605  7  1003  1005  1011  1012  1018  3  5  7  11  12  18  
1606  2  1001  1003  1016  1017  1018  1  3  9  16  17  18  
1607  5  1001  1005  1011  1013  1018  1  5  9  11  13  18  
1608  1  1002  1007  1013  1017  1018  2  7  10  13  17  18  
1609  4  1001  1002  1011  1016  1017  1  2  4  11  16  17  
1610  6  1001  1002  1013  1017  1018  1  2  9  13  17  18  
1611  6  1003  1005  1012  1014  1017  3  5  7  12  14  17  
1612  10  1002  1004  1013  1017  1018  2  4  10  13  17  18  
1613  5  1004  1007  1012  1014  1018  4  7  9  12  14  18  
1614  8  1001  1002  1013  1015  1016  1  2  3  13  15  16  
1615  2  1001  1002  1012  1013  1016  1  2  5  12  13  16  
1616  4  1005  1006  1011  1014  1016  5  6  9  11  14  16  
1617  5  1001  1002  1015  1017  1018  1  2  3  15  17  18  
1618  3  1005  1007  1012  1016  1017  5  7  9  12  16  17  
1619  10  1001  1002  1011  1012  1014  1  2  4  11  12  14  
1620  10  1001  1004  1011  1013  1014  1  4  6  11  13  14  
1621  7  1004  1005  1011  1013  1015  4  5  7  11  13  15  
1622  7  1003  1004  1011  1014  1016  3  4  5  11  14  16  
1623  2  1001  1006  1011  1015  1018  1  6  9  11  15  18  
1624  5  1006  1007  1013  1014  1018  6  7  9  13  14  18  
1625  4  1001  1003  1011  1017  1018  1  3  6  11  17  18  
1626  3  1004  1005  1013  1015  1016  4  5  9  13  15  16  
1627  1  1001  1005  1013  1017  1018  1  5  10  13  17  18  
1628  8  1001  1002  1011  1012  1017  1  2  6  11  12  17  
1629  10  1002  1006  1013  1014  1015  2  6  7  13  14  15  
1630  8  1002  1003  1012  1014  1017  2  3  8  12  14  17  
1631  8  1005  1006  1011  1014  1018  5  6  9  11  14  18  
1632  7  1001  1002  1012  1013  1018  1  2  8  12  13  18  
1633  2  1002  1005  1011  1012  1013  2  5  7  11  12  13  
1634  4  1001  1002  1013  1016  1018  1  2  6  13  16  18  
1635  1  1002  1003  1011  1013  1014  2  3  8  11  13  14  
1636  2  1004  1005  1013  1016  1018  4  5  10  13  16  18  
1637  9  1001  1002  1015  1017  1018  1  2  5  15  17  18  
1638  8  1006  1007  1015  1017  1018  6  7  8  15  17  18  
1639  2  1003  1005  1014  1016  1018  3  5  7  14  16  18  
1640  1  1001  1003  1011  1014  1018  1  3  5  11  14  18  
1641  6  1002  1005  1011  1017  1018  2  5  10  11  17  18  
1642  1  1002  1004  1011  1013  1014  2  4  9  11  13  14  
1643  3  1001  1002  1011  1012  1013  1  2  5  11  12  13  
1644  7  1003  1005  1011  1017  1018  3  5  8  11  17  18  
1645  4  1006  1007  1012  1013  1016  6  7  8  12  13  16  
1646  4  1001  1002  1015  1016  1017  1  2  9  15  16  17  
1647  3  1003  1007  1013  1014  1018  3  7  10  13  14  18  
1648  1  1001  1005  1011  1015  1016  1  5  10  11  15  16  
1649  9  1002  1004  1011  1014  1015  2  4  5  11  14  15  
1650  7  1001  1003  1014  1015  1018  1  3  8  14  15  18  
1651  10  1002  1003  1013  1014  1018  2  3  8  13  14  18  
1652  1  1001  1003  1012  1013  1015  1  3  9  12  13  15  
1653  1  1005  1007  1011  1012  1016  5  7  8  11  12  16  
1654  5  1002  1004  1011  1012  1015  2  4  9  11  12  15  
1655  8  1003  1007  1011  1013  1016  3  7  8  11  13  16  
1656  8  1001  1003  1012  1014  1015  1  3  10  12  14  15  
1657  3  1006  1007  1011  1013  1017  6  7  9  11  13  17  
1658  1  1001  1006  1011  1014  1017  1  6  10  11  14  17  
1659  7  1001  1003  1014  1016  1017  1  3  5  14  16  17  
1660  6  1002  1003  1015  1016  1017  2  3  8  15  16  17  
1661  3  1003  1006  1014  1016  1017  3  6  8  14  16  17  
1662  1  1002  1005  1011  1012  1018  2  5  10  11  12  18  
1663  3  1001  1004  1011  1013  1014  1  4  5  11  13  14  
1664  2  1002  1004  1012  1016  1017  2  4  8  12  16  17  
1665  1  1002  1003  1012  1013  1017  2  3  7  12  13  17  
1666  1  1001  1003  1013  1016  1018  1  3  9  13  16  18  
1667  1  1002  1003  1013  1015  1017  2  3  4  13  15  17  
1668  4  1002  1007  1011  1012  1015  2  7  10  11  12  15  
1669  8  1002  1007  1012  1014  1018  2  7  10  12  14  18  
1670  3  1002  1006  1013  1014  1017  2  6  8  13  14  17  
1671  1  1002  1003  1011  1015  1016  2  3  5  11  15  16  
1672  10  1004  1005  1011  1012  1015  4  5  7  11  12  15  
1673  1  1004  1005  1011  1016  1018  4  5  9  11  16  18  
1674  1  1001  1004  1011  1012  1016  1  4  9  11  12  16  
1675  4  1002  1004  1011  1014  1015  2  4  9  11  14  15  
1676  3  1001  1002  1011  1013  1018  1  2  9  11  13  18  
1677  7  1003  1004  1014  1017  1018  3  4  8  14  17  18  
1678  2  1001  1003  1011  1012  1018  1  3  8  11  12  18  
1679  9  1001  1003  1011  1014  1017  1  3  5  11  14  17  
1680  4  1003  1007  1012  1014  1015  3  7  10  12  14  15  
1681  8  1004  1007  1011  1012  1014  4  7  10  11  12  14  
1682  9  1005  1006  1011  1014  1015  5  6  7  11  14  15  
1683  8  1002  1003  1012  1014  1018  2  3  5  12  14  18  
1684  3  1004  1007  1014  1017  1018  4  7  10  14  17  18  
1685  10  1002  1004  1012  1014  1016  2  4  10  12  14  16  
1686  2  1001  1006  1011  1012  1013  1  6  10  11  12  13  
1687  8  1001  1005  1011  1014  1018  1  5  6  11  14  18  
1688  1  1001  1007  1013  1015  1016  1  7  10  13  15  16  
1689  4  1002  1003  1011  1014  1018  2  3  5  11  14  18  
1690  9  1001  1002  1014  1016  1017  1  2  5  14  16  17  
1691  7  1001  1002  1012  1014  1016  1  2  8  12  14  16  
1692  9  1001  1003  1011  1015  1016  1  3  6  11  15  16  
1693  7  1004  1007  1011  1012  1016  4  7  8  11  12  16  
1694  4  1002  1006  1013  1015  1018  2  6  9  13  15  18  
1695  2  1001  1005  1011  1014  1018  1  5  10  11  14  18  
1696  7  1002  1007  1012  1016  1017  2  7  8  12  16  17  
1697  7  1001  1006  1015  1017  1018  1  6  10  15  17  18  
1698  1  1001  1002  1011  1014  1017  1  2  4  11  14  17  
1699  3  1004  1006  1011  1014  1017  4  6  7  11  14  17  
1700  6  1002  1007  1013  1017  1018  2  7  10  13  17  18  
1701  8  1001  1002  1012  1014  1015  1  2  5  12  14  15  
1702  8  1002  1003  1011  1014  1018  2  3  6  11  14  18  
1703  4  1005  1006  1012  1013  1014  5  6  9  12  13  14  
1704  2  1001  1003  1015  1017  1018  1  3  7  15  17  18  
1705  1  1003  1006  1011  1013  1014  3  6  8  11  13  14  
1706  6  1001  1003  1012  1015  1016  1  3  7  12  15  16  
1707  2  1001  1003  1013  1016  1017  1  3  5  13  16  17  
1708  9  1003  1007  1013  1015  1016  3  7  10  13  15  16  
1709  2  1006  1007  1011  1017  1018  6  7  10  11  17  18  
1710  8  1002  1007  1016  1017  1018  2  7  9  16  17  18  
1711  3  1002  1003  1011  1017  1018  2  3  9  11  17  18  
1712  2  1003  1006  1012  1014  1016  3  6  10  12  14  16  
1713  9  1001  1003  1013  1015  1016  1  3  9  13  15  16  
1714  1  1001  1004  1013  1014  1017  1  4  6  13  14  17  
1715  8  1003  1004  1011  1012  1017  3  4  5  11  12  17  
1716  4  1001  1004  1013  1015  1017  1  4  10  13  15  17  
1717  3  1002  1006  1011  1012  1014  2  6  9  11  12  14  
1718  2  1001  1004  1014  1017  1018  1  4  8  14  17  18  
1719  7  1001  1006  1012  1016  1017  1  6  8  12  16  17  
1720  6  1002  1004  1014  1016  1017  2  4  9  14  16  17  
1721  1  1002  1007  1011  1013  1014  2  7  8  11  13  14  
1722  2  1003  1005  1011  1015  1018  3  5  7  11  15  18  
1723  3  1001  1004  1013  1016  1017  1  4  9  13  16  17  
1724  3  1001  1002  1011  1013  1015  1  2  5  11  13  15  
1725  1  1005  1007  1013  1015  1016  5  7  9  13  15  16  
1726  6  1001  1002  1012  1017  1018  1  2  10  12  17  18  
1727  8  1001  1002  1012  1013  1016  1  2  9  12  13  16  
1728  7  1003  1004  1011  1012  1016  3  4  8  11  12  16  
1729  10  1002  1005  1013  1017  1018  2  5  9  13  17  18  
1730  5  1002  1006  1016  1017  1018  2  6  10  16  17  18  
1731  6  1001  1006  1012  1015  1017  1  6  10  12  15  17  
1732  4  1002  1003  1012  1013  1014  2  3  9  12  13  14  
1733  6  1003  1007  1012  1014  1016  3  7  10  12  14  16  
1734  8  1004  1006  1011  1013  1015  4  6  7  11  13  15  
1735  5  1001  1003  1012  1015  1017  1  3  7  12  15  17  
1736  5  1003  1004  1012  1017  1018  3  4  8  12  17  18  
1737  3  1004  1006  1013  1014  1017  4  6  10  13  14  17  
1738  10  1001  1003  1011  1012  1014  1  3  5  11  12  14  
1739  9  1002  1006  1011  1015  1016  2  6  7  11  15  16  
1740  1  1001  1007  1012  1014  1016  1  7  9  12  14  16  
1741  1  1002  1003  1012  1013  1014  2  3  7  12  13  14  
1742  10  1005  1006  1011  1012  1015  5  6  8  11  12  15  
1743  5  1002  1005  1011  1014  1018  2  5  8  11  14  18  
1744  5  1004  1005  1011  1015  1016  4  5  6  11  15  16  
1745  5  1002  1006  1011  1012  1016  2  6  10  11  12  16  
1746  1  1005  1007  1011  1013  1016  5  7  9  11  13  16  
1747  8  1002  1006  1012  1013  1015  2  6  9  12  13  15  
1748  1  1002  1005  1011  1016  1017  2  5  8  11  16  17  
1749  8  1003  1006  1013  1014  1016  3  6  9  13  14  16  
1750  5  1002  1003  1014  1017  1018  2  3  9  14  17  18  
1751  10  1003  1006  1011  1013  1017  3  6  8  11  13  17  
1752  6  1003  1007  1013  1014  1017  3  7  8  13  14  17  
1753  1  1003  1004  1012  1014  1015  3  4  9  12  14  15  
1754  2  1001  1004  1011  1015  1018  1  4  6  11  15  18  
1755  5  1001  1002  1013  1017  1018  1  2  3  13  17  18  
1756  4  1005  1007  1011  1012  1016  5  7  8  11  12  16  
1757  7  1001  1004  1011  1013  1014  1  4  5  11  13  14  
1758  7  1003  1004  1011  1015  1018  3  4  7  11  15  18  
1759  4  1001  1004  1011  1013  1017  1  4  7  11  13  17  
1760  9  1002  1004  1013  1017  1018  2  4  6  13  17  18  
1761  6  1003  1004  1012  1016  1017  3  4  8  12  16  17  
1762  2  1003  1005  1014  1016  1018  3  5  10  14  16  18  
1763  3  1003  1004  1011  1015  1017  3  4  9  11  15  17  
1764  10  1002  1005  1015  1017  1018  2  5  7  15  17  18  
1765  5  1002  1007  1015  1016  1017  2  7  9  15  16  17  
1766  3  1003  1006  1011  1012  1016  3  6  9  11  12  16  
1767  5  1001  1003  1014  1015  1018  1  3  8  14  15  18  
1768  7  1002  1006  1011  1012  1017  2  6  7  11  12  17  
1769  6  1004  1007  1013  1014  1018  4  7  9  13  14  18  
1770  3  1001  1003  1011  1015  1016  1  3  10  11  15  16  
1771  9  1001  1004  1013  1015  1016  1  4  9  13  15  16  
1772  7  1002  1003  1014  1016  1017  2  3  4  14  16  17  
1773  5  1001  1003  1014  1015  1016  1  3  9  14  15  16  
1774  4  1003  1005  1011  1016  1017  3  5  7  11  16  17  
1775  4  1004  1007  1014  1016  1017  4  7  10  14  16  17  
1776  1  1002  1004  1012  1014  1015  2  4  10  12  14  15  
1777  3  1003  1004  1012  1016  1017  3  4  6  12  16  17  
1778  2  1003  1005  1014  1017  1018  3  5  8  14  17  18  
1779  6  1005  1006  1014  1015  1017  5  6  7  14  15  17  
1780  5  1002  1006  1012  1014  1015  2  6  9  12  14  15  
1781  10  1001  1002  1014  1016  1018  1  2  7  14  16  18  
1782  7  1003  1006  1012  1014  1017  3  6  9  12  14  17  
1783  3  1001  1004  1011  1012  1015  1  4  6  11  12  15  
1784  9  1001  1002  1012  1013  1017  1  2  8  12  13  17  
1785  3  1001  1004  1011  1012  1013  1  4  9  11  12  13  
1786  2  1001  1002  1011  1013  1018  1  2  3  11  13  18  
1787  10  1004  1005  1012  1016  1017  4  5  10  12  16  17  
1788  7  1003  1006  1012  1016  1017  3  6  9  12  16  17  
1789  8  1006  1007  1011  1012  1015  6  7  8  11  12  15  
1790  9  1001  1002  1011  1012  1014  1  2  9  11  12  14  
1791  6  1002  1003  1013  1017  1018  2  3  5  13  17  18  
1792  3  1001  1002  1015  1017  1018  1  2  3  15  17  18  
1793  7  1003  1007  1016  1017  1018  3  7  9  16  17  18  
1794  6  1001  1002  1014  1016  1017  1  2  5  14  16  17  
1795  7  1002  1004  1011  1013  1017  2  4  10  11  13  17  
1796  10  1006  1007  1011  1013  1016  6  7  9  11  13  16  
1797  9  1002  1006  1011  1013  1016  2  6  7  11  13  16  
1798  2  1001  1002  1011  1013  1017  1  2  3  11  13  17  
1799  10  1004  1007  1014  1016  1017  4  7  9  14  16  17  
1800  8  1001  1006  1011  1012  1018  1  6  8  11  12  18  
1801  10  1003  1005  1013  1014  1016  3  5  7  13  14  16  
1802  1  1002  1005  1015  1017  1018  2  5  8  15  17  18  
1803  2  1002  1005  1012  1014  1016  2  5  10  12  14  16  
1804  4  1002  1003  1012  1016  1018  2  3  4  12  16  18  
1805  10  1001  1004  1012  1013  1017  1  4  7  12  13  17  
1806  10  1002  1003  1011  1014  1015  2  3  10  11  14  15  
1807  5  1001  1002  1011  1016  1017  1  2  8  11  16  17  
1808  10  1001  1002  1011  1012  1016  1  2  5  11  12  16  
1809  1  1001  1004  1013  1015  1016  1  4  10  13  15  16  
1810  7  1002  1007  1015  1016  1018  2  7  10  15  16  18  
1811  2  1002  1003  1014  1015  1017  2  3  5  14  15  17  
1812  4  1002  1005  1011  1012  1018  2  5  9  11  12  18  
1813  2  1003  1007  1011  1015  1018  3  7  9  11  15  18  
1814  2  1001  1003  1012  1013  1016  1  3  4  12  13  16  
1815  7  1001  1003  1011  1015  1016  1  3  10  11  15  16  
1816  6  1002  1006  1013  1017  1018  2  6  10  13  17  18  
1817  3  1004  1007  1015  1017  1018  4  7  9  15  17  18  
1818  10  1002  1005  1011  1012  1017  2  5  7  11  12  17  
1819  6  1001  1002  1011  1013  1018  1  2  9  11  13  18  
1820  6  1004  1007  1011  1013  1014  4  7  9  11  13  14  
1821  7  1001  1007  1015  1017  1018  1  7  9  15  17  18  
1822  4  1005  1007  1011  1013  1017  5  7  9  11  13  17  
1823  3  1001  1006  1013  1017  1018  1  6  7  13  17  18  
1824  8  1001  1003  1011  1012  1016  1  3  4  11  12  16  
1825  2  1003  1006  1012  1017  1018  3  6  10  12  17  18  
1826  7  1004  1006  1012  1015  1018  4  6  9  12  15  18  
1827  7  1002  1006  1015  1017  1018  2  6  10  15  17  18  
1828  10  1004  1005  1011  1013  1018  4  5  10  11  13  18  
1829  3  1004  1006  1011  1016  1017  4  6  9  11  16  17  
1830  5  1001  1003  1011  1012  1014  1  3  10  11  12  14  
1831  5  1005  1007  1011  1013  1016  5  7  9  11  13  16  
1832  8  1002  1004  1016  1017  1018  2  4  8  16  17  18  
1833  10  1003  1004  1015  1017  1018  3  4  5  15  17  18  
1834  7  1001  1002  1011  1012  1013  1  2  5  11  12  13  
1835  5  1004  1005  1015  1016  1017  4  5  7  15  16  17  
1836  6  1004  1007  1012  1014  1017  4  7  10  12  14  17  
1837  8  1001  1003  1013  1017  1018  1  3  6  13  17  18  
1838  5  1003  1005  1016  1017  1018  3  5  10  16  17  18  
1839  9  1006  1007  1013  1016  1018  6  7  8  13  16  18  
1840  8  1004  1007  1011  1017  1018  4  7  9  11  17  18  
1841  2  1001  1003  1013  1014  1017  1  3  10  13  14  17  
1842  3  1003  1006  1011  1017  1018  3  6  9  11  17  18  
1843  5  1001  1004  1013  1015  1017  1  4  9  13  15  17  
1844  7  1003  1005  1012  1013  1016  3  5  6  12  13  16  
1845  8  1004  1005  1011  1013  1014  4  5  6  11  13  14  
1846  5  1006  1007  1013  1015  1016  6  7  8  13  15  16  
1847  2  1001  1002  1011  1016  1018  1  2  10  11  16  18  
1848  8  1001  1002  1012  1013  1014  1  2  9  12  13  14  
1849  8  1005  1007  1013  1015  1017  5  7  8  13  15  17  
1850  5  1003  1005  1011  1016  1017  3  5  10  11  16  17  
1851  10  1002  1006  1011  1015  1017  2  6  9  11  15  17  
1852  7  1001  1005  1011  1013  1016  1  5  10  11  13  16  
1853  5  1001  1002  1013  1015  1017  1  2  6  13  15  17  
1854  8  1002  1006  1011  1012  1018  2  6  10  11  12  18  
1855  5  1001  1003  1011  1012  1017  1  3  7  11  12  17  
1856  4  1002  1003  1011  1013  1015  2  3  7  11  13  15  
1857  3  1003  1004  1011  1012  1014  3  4  7  11  12  14  
1858  4  1005  1007  1011  1017  1018  5  7  8  11  17  18  
1859  7  1003  1004  1011  1013  1014  3  4  9  11  13  14  
1860  1  1005  1007  1012  1017  1018  5  7  9  12  17  18  
1861  5  1003  1004  1011  1012  1013  3  4  8  11  12  13  
1862  5  1002  1005  1014  1015  1017  2  5  7  14  15  17  
1863  1  1002  1003  1011  1016  1018  2  3  7  11  16  18  
1864  7  1001  1002  1012  1013  1014  1  2  7  12  13  14  
1865  6  1002  1005  1012  1013  1016  2  5  8  12  13  16  
1866  8  1005  1006  1012  1017  1018  5  6  9  12  17  18  
1867  6  1001  1003  1013  1015  1018  1  3  7  13  15  18  
1868  7  1003  1007  1012  1014  1016  3  7  10  12  14  16  
1869  10  1001  1002  1012  1013  1014  1  2  9  12  13  14  
1870  5  1003  1004  1012  1014  1016  3  4  7  12  14  16  
1871  1  1004  1005  1011  1015  1016  4  5  6  11  15  16  
1872  5  1001  1002  1011  1012  1013  1  2  10  11  12  13  
1873  7  1002  1007  1016  1017  1018  2  7  8  16  17  18  
1874  7  1006  1007  1011  1012  1014  6  7  10  11  12  14  
1875  10  1002  1003  1012  1014  1015  2  3  4  12  14  15  
1876  7  1003  1004  1014  1015  1018  3  4  8  14  15  18  
1877  7  1003  1005  1011  1014  1018  3  5  10  11  14  18  
1878  5  1003  1007  1015  1016  1018  3  7  10  15  16  18  
1879  3  1004  1006  1012  1017  1018  4  6  9  12  17  18  
1880  1  1003  1004  1011  1012  1017  3  4  9  11  12  17  
1881  5  1001  1006  1011  1014  1015  1  6  8  11  14  15  
1882  10  1005  1007  1012  1015  1016  5  7  9  12  15  16  
1883  2  1001  1004  1011  1014  1016  1  4  5  11  14  16  
1884  3  1001  1002  1011  1015  1016  1  2  4  11  15  16  
1885  5  1001  1004  1011  1013  1018  1  4  7  11  13  18  
1886  5  1004  1005  1011  1013  1018  4  5  9  11  13  18  
1887  5  1001  1002  1014  1016  1018  1  2  3  14  16  18  
1888  7  1001  1003  1014  1017  1018  1  3  9  14  17  18  
1889  6  1004  1005  1011  1015  1017  4  5  7  11  15  17  
1890  6  1005  1006  1011  1017  1018  5  6  8  11  17  18  
1891  1  1002  1004  1012  1017  1018  2  4  6  12  17  18  
1892  1  1001  1002  1011  1013  1015  1  2  7  11  13  15  
1893  4  1003  1005  1011  1012  1015  3  5  10  11  12  15  
1894  8  1001  1002  1012  1016  1017  1  2  5  12  16  17  
1895  7  1003  1004  1013  1017  1018  3  4  5  13  17  18  
1896  1  1001  1002  1013  1015  1017  1  2  4  13  15  17  
1897  10  1001  1006  1012  1013  1015  1  6  7  12  13  15  
1898  1  1005  1006  1011  1014  1016  5  6  10  11  14  16  
1899  1  1004  1007  1011  1013  1015  4  7  9  11  13  15  
1900  2  1004  1005  1011  1016  1018  4  5  6  11  16  18  
1901  5  1001  1003  1012  1014  1015  1  3  9  12  14  15  
1902  9  1003  1007  1012  1013  1016  3  7  9  12  13  16  
1903  2  1003  1004  1014  1016  1017  3  4  8  14  16  17  
1904  3  1004  1006  1014  1017  1018  4  6  8  14  17  18  
1905  9  1004  1006  1011  1012  1014  4  6  7  11  12  14  
1906  3  1003  1007  1011  1012  1018  3  7  9  11  12  18  
1907  5  1005  1006  1011  1014  1016  5  6  10  11  14  16  
1908  5  1001  1004  1014  1017  1018  1  4  9  14  17  18  
1909  1  1002  1003  1011  1013  1015  2  3  10  11  13  15  
1910  1  1003  1006  1013  1015  1016  3  6  8  13  15  16  
1911  7  1004  1005  1012  1017  1018  4  5  7  12  17  18  
1912  8  1002  1004  1011  1012  1017  2  4  7  11  12  17  
1913  4  1001  1007  1012  1014  1018  1  7  9  12  14  18  
1914  8  1002  1003  1013  1014  1017  2  3  8  13  14  17  
1915  10  1001  1002  1011  1012  1013  1  2  5  11  12  13  
1916  4  1002  1003  1013  1016  1018  2  3  4  13  16  18  
1917  8  1001  1002  1013  1015  1018  1  2  6  13  15  18  
